URL	Start Time	End Time	RTT (ms)	Status Code	Content Size (bytes)	Throughput (bytes/ms)
http://10.10.200.1/index1.html	2024-09-07 10:45:41.515953	2024-09-07 10:46:02.556914	21040.961	200	0	0.0
http://10.10.200.1/index13.html	2024-09-07 10:45:41.529842	2024-09-07 10:46:02.556914	21027.072	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:41.518062	2024-09-07 10:46:02.556914	21038.852	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:41.525144	2024-09-07 10:46:02.556914	21031.77	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:41.516467	2024-09-07 10:46:02.556914	21040.447	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:41.523101	2024-09-07 10:46:02.556914	21033.813	200	0	0.0
http://10.10.200.1/index3.html	2024-09-07 10:45:42.538961	2024-09-07 10:46:03.575166	21036.204999999998	200	0	0.0
http://10.10.200.1/index3.html	2024-09-07 10:45:42.543131	2024-09-07 10:46:03.575166	21032.035	200	0	0.0
http://10.10.200.1/index2.html	2024-09-07 10:45:42.538961	2024-09-07 10:46:03.576554	21037.593	200	0	0.0
http://10.10.200.1/index3.html	2024-09-07 10:45:42.546145	2024-09-07 10:46:03.576554	21030.409	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:42.551088	2024-09-07 10:46:03.586926	21035.838	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:42.558119	2024-09-07 10:46:03.586926	21028.807	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:42.556807	2024-09-07 10:46:03.588914	21032.107	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:42.562897	2024-09-07 10:46:03.588914	21026.017	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:42.566218	2024-09-07 10:46:03.588914	21022.696	200	0	0.0
http://10.10.200.1/index2.html	2024-09-07 10:45:42.549683	2024-09-07 10:46:03.586926	21037.243	200	0	0.0
http://10.10.200.1/index4.html	2024-09-07 10:45:43.575029	2024-09-07 10:46:04.622753	21047.724	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:43.576927	2024-09-07 10:46:04.622753	21045.826	200	0	0.0
http://10.10.200.1/index23.html	2024-09-07 10:45:43.582435	2024-09-07 10:46:04.622753	21040.318	200	0	0.0
http://10.10.200.1/index3.html	2024-09-07 10:45:43.579315	2024-09-07 10:46:04.622753	21043.438	200	0	0.0
http://10.10.200.1/index6.html	2024-09-07 10:45:43.583515	2024-09-07 10:46:04.639120	21055.605	200	0	0.0
http://10.10.200.1/index2.html	2024-09-07 10:45:43.594240	2024-09-07 10:46:04.639120	21044.879999999997	200	0	0.0
http://10.10.200.1/index24.html	2024-09-07 10:45:43.596923	2024-09-07 10:46:04.641248	21044.325	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:43.593117	2024-09-07 10:46:04.641248	21048.131	200	0	0.0
http://10.10.200.1/index8.html	2024-09-07 10:45:43.600010	2024-09-07 10:46:04.641248	21041.238	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:43.584823	2024-09-07 10:46:04.639120	21054.297	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:44.608272	2024-09-07 10:46:05.661496	21053.224000000002	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:44.630811	2024-09-07 10:46:05.661496	21030.684999999998	200	0	0.0
http://10.10.200.1/index11.html	2024-09-07 10:45:44.618318	2024-09-07 10:46:05.661496	21043.178	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:44.624625	2024-09-07 10:46:05.661496	21036.871000000003	200	0	0.0
http://10.10.200.1/index8.html	2024-09-07 10:45:44.609306	2024-09-07 10:46:05.661496	21052.19	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:44.614320	2024-09-07 10:46:05.661496	21047.176	200	0	0.0
http://10.10.200.1/index2.html	2024-09-07 10:45:44.612784	2024-09-07 10:46:05.661496	21048.712	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:44.633468	2024-09-07 10:46:05.661496	21028.028	200	0	0.0
http://10.10.200.1/index4.html	2024-09-07 10:45:44.626983	2024-09-07 10:46:05.661496	21034.513	200	0	0.0
http://10.10.200.1/index1.html	2024-09-07 10:45:44.620171	2024-09-07 10:46:05.661496	21041.325	200	0	0.0
