URL
0,https://www.bbc.com/news
1,https://www.cnn.com
2,https://www.nytimes.com
3,https://www.reuters.com
4,https://www.aljazeera.com
5,https://www.foxnews.com
6,https://www.nbcnews.com
7,https://www.washingtonpost.com
8,https://www.theguardian.com
9,https://www.wsj.com
10,https://www.bloomberg.com
11,https://www.usatoday.com
12,https://www.forbes.com
13,https://www.npr.org
14,https://abcnews.go.com
15,https://www.latimes.com
16,https://www.chicagotribune.com
17,https://www.cbsnews.com
18,https://www.politico.com
19,https://www.huffpost.com
20,https://www.newsweek.com
21,https://time.com
22,https://www.nationalgeographic.com
23,https://www.economist.com
24,https://www.buzzfeednews.com
25,https://www.vox.com
26,https://www.slate.com
27,https://www.vice.com
28,https://www.thedailybeast.com
29,https://www.telegraph.co.uk
30,https://www.independent.co.uk
31,https://www.metro.co.uk
32,https://www.mirror.co.uk
33,https://www.thesun.co.uk
34,https://www.express.co.uk
35,https://www.dailymail.co.uk
36,https://www.standard.co.uk
37,https://www.newyorker.com
38,https://www.news.com.au
39,https://www.smh.com.au
40,https://www.theaustralian.com.au
41,https://www.heraldsun.com.au
42,https://www.theage.com.au
43,https://www.nzherald.co.nz
44,https://www.cbc.ca
45,https://www.ctvnews.ca
46,https://www.globalnews.ca
47,https://www.thestar.com
48,https://www.theglobeandmail.com
49,https://www.smh.com.au
50,https://www.torontosun.com
51,https://www.france24.com
52,https://www.lemonde.fr
53,https://www.dw.com
54,https://www.spiegel.de
55,https://www.corriere.it
56,https://www.ansa.it
57,https://www.elpais.com
58,https://www.abc.es
59,https://www.elmundo.es
60,https://www.levante-emv.com
61,https://www.20minutos.es
62,https://www.laopiniondemurcia.es
63,https://www.eldiario.es
64,https://www.dagbladet.no
65,https://www.vg.no
66,https://www.aftonbladet.se
67,https://www.dn.se
68,https://www.expressen.se
69,https://www.yle.fi
70,https://www.hs.fi
71,https://www.ilkka.fi
72,https://www.sttinfo.fi
73,https://www.koreatimes.co.kr
74,https://www.koreaherald.com
75,https://www.japantimes.co.jp
76,https://www.asahi.com
77,https://www.chinapost.com.tw
78,https://www.straitstimes.com
79,https://www.scmp.com
80,https://www.thejakartapost.com
81,https://www.thestar.com.my
82,https://www.thesundaily.my
83,https://www.bernama.com
84,https://www.thanhniennews.com
85,https://www.bangkokpost.com
86,https://www.nationthailand.com
87,https://www.manilatimes.net
88,https://www.gmanetwork.com/news
89,https://www.philstar.com
90,https://www.rappler.com
91,https://www.smh.com.au
92,https://www.theglobeandmail.com
93,https://www.thestar.com
94,https://www.cbc.ca
95,https://www.ctvnews.ca
96,https://www.globalnews.ca
97,https://www.heraldsun.com.au
98,https://www.nzherald.co.nz
99,https://www.france24.com
