URL	Start Time	End Time	RTT (ms)	Status Code	Content Size (bytes)	Throughput (bytes/ms)
https://10.10.200.1/index1.html	2024-09-11 21:05:23.435539	2024-09-11 21:05:33.457360	10021.821	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:23.539017	2024-09-11 21:05:33.552303	10013.286	200	0	0.0
https://10.10.200.1/index3.html	2024-09-11 21:05:23.646872	2024-09-11 21:05:33.660197	10013.325	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:23.755226	2024-09-11 21:05:33.768101	10012.875	200	0	0.0
https://10.10.200.1/index4.html	2024-09-11 21:05:23.867506	2024-09-11 21:05:33.876897	10009.391000000001	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:23.975350	2024-09-11 21:05:33.983811	10008.461000000001	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:24.083693	2024-09-11 21:05:34.090974	10007.281	200	0	0.0
https://10.10.200.1/index15.html	2024-09-11 21:05:24.190673	2024-09-11 21:05:34.198005	10007.332	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:24.299612	2024-09-11 21:05:34.305294	10005.682	200	0	0.0
https://10.10.200.1/index13.html	2024-09-11 21:05:24.409820	2024-09-11 21:05:34.414560	10004.74	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:24.517962	2024-09-11 21:05:34.522452	10004.49	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:24.626710	2024-09-11 21:05:34.631050	10004.339999999998	200	0	0.0
https://10.10.200.1/index4.html	2024-09-11 21:05:24.734471	2024-09-11 21:05:34.737670	10003.199	200	0	0.0
https://10.10.200.1/index8.html	2024-09-11 21:05:24.842089	2024-09-11 21:05:34.845288	10003.199	200	0	0.0
https://10.10.200.1/index6.html	2024-09-11 21:05:24.950121	2024-09-11 21:05:34.952387	10002.266000000001	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:25.059970	2024-09-11 21:05:35.075646	10015.676	200	0	0.0
https://10.10.200.1/index18.html	2024-09-11 21:05:25.168033	2024-09-11 21:05:35.183540	10015.507	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:25.277135	2024-09-11 21:05:35.290768	10013.633	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:25.386381	2024-09-11 21:05:35.400304	10013.923	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:25.495215	2024-09-11 21:05:35.508936	10013.721	200	0	0.0
https://10.10.200.1/index99.html	2024-09-11 21:05:25.602936	2024-09-11 21:05:35.617473	10014.537	200	0	0.0
https://10.10.200.1/index13.html	2024-09-11 21:05:25.712327	2024-09-11 21:05:35.726717	10014.390000000001	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:25.822412	2024-09-11 21:05:35.835335	10012.923	200	0	0.0
https://10.10.200.1/index3.html	2024-09-11 21:05:25.929847	2024-09-11 21:05:35.943731	10013.884	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:26.040886	2024-09-11 21:05:36.052508	10011.622	200	0	0.0
https://10.10.200.1/index8.html	2024-09-11 21:05:26.149439	2024-09-11 21:05:36.159698	10010.259	200	0	0.0
https://10.10.200.1/index5.html	2024-09-11 21:05:26.257611	2024-09-11 21:05:36.268012	10010.401	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:26.365451	2024-09-11 21:05:36.376463	10011.011999999999	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:26.473041	2024-09-11 21:05:36.485194	10012.153	200	0	0.0
https://10.10.200.1/index6.html	2024-09-11 21:05:26.580429	2024-09-11 21:05:36.594267	10013.838	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:26.688154	2024-09-11 21:05:36.702180	10014.026	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:26.797559	2024-09-11 21:05:36.810190	10012.631000000001	200	0	0.0
https://10.10.200.1/index9.html	2024-09-11 21:05:26.906063	2024-09-11 21:05:36.919318	10013.255	200	0	0.0
https://10.10.200.1/index3.html	2024-09-11 21:05:27.014050	2024-09-11 21:05:37.027473	10013.422999999999	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:27.122648	2024-09-11 21:05:37.136742	10014.094000000001	200	0	0.0
https://10.10.200.1/index1.html	2024-09-11 21:05:27.231918	2024-09-11 21:05:37.245518	10013.6	200	0	0.0
https://10.10.200.1/index5.html	2024-09-11 21:05:27.340583	2024-09-11 21:05:37.357099	10016.516	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:27.448035	2024-09-11 21:05:37.450315	10002.28	200	0	0.0
https://10.10.200.1/index7.html	2024-09-11 21:05:27.557777	2024-09-11 21:05:37.573278	10015.501	200	0	0.0
https://10.10.200.1/index22.html	2024-09-11 21:05:27.668029	2024-09-11 21:05:37.680545	10012.516	200	0	0.0
https://10.10.200.1/index16.html	2024-09-11 21:05:27.776057	2024-09-11 21:05:37.789254	10013.197	200	0	0.0
https://10.10.200.1/index5.html	2024-09-11 21:05:27.884498	2024-09-11 21:05:37.897136	10012.638	200	0	0.0
https://10.10.200.1/index9.html	2024-09-11 21:05:27.992760	2024-09-11 21:05:38.005844	10013.083999999999	200	0	0.0
https://10.10.200.1/index57.html	2024-09-11 21:05:28.100981	2024-09-11 21:05:38.113653	10012.672	200	0	0.0
https://10.10.200.1/index2.html	2024-09-11 21:05:28.210720	2024-09-11 21:05:38.222287	10011.567	200	0	0.0
